Date,BLL,DISH,DVA,NEM,UDR,VFC
4/22/2013,21.68738747,40.09999847,61.16500092,28.3978653,18.12440491,33.29747009
4/23/2013,21.80807686,39.86000061,61.50999832,27.57313538,18.24349976,33.45529175
4/24/2013,21.97518349,39.25999832,60.96500015,29.18857193,18.30303764,33.52650833
4/25/2013,20.93073654,40.22000122,60.42499924,29.18857193,18.04997444,34.40417099
4/26/2013,20.43868828,39.99000168,60.09500122,28.45737839,17.98297691,33.64776611
4/29/2013,20.63829422,40.56000137,59.50999832,28.88248825,18.24349976,33.64583969
4/30/2013,20.48046494,39.18999863,59.32500076,27.547628399999997,18.29560089,34.302169799999994
5/1/2013,20.74506187,39.13999939,59.20000076,27.70917702,18.12440491,33.75748444
5/2/2013,20.86574936,39.27999878,58.95000076,27.7686882,18.15417099,33.74976349
5/3/2013,21.04678917,39.68000031,58.65999985,28.05777168,18.09462166,34.17321014
5/6/2013,21.07464409,39.97999954,59.13999939,28.11728096,18.24349976,34.13663864
5/7/2013,21.11641693,40.77999878,58.77999878,27.59013176,18.49656296,34.63513565
5/8/2013,21.08392525,39.61000061,64.68499756,28.83147812,18.75708771,34.8391571
5/9/2013,21.30209351,38.79999924,64.29499817,28.19380569,18.8761692,34.76409912
5/10/2013,21.33923531,39.18999863,65.59500122,28.15979385,19.08458328,35.2452774
5/13/2013,21.16747665,38.81000137,64.97000122,27.73467636,19.30788803,35.08744812
5/14/2013,21.19533348,38.84000015,65.45500183,27.64114952,19.5460701,35.55323792
5/15/2013,21.15355682,39.20000076,65.13999939,26.84193039,19.63538933,35.73414229999999
5/16/2013,21.00965309,38.68999863,64.02999878,26.722902299999998,19.73215294,34.93540955
5/17/2013,21.23710251,38.99000168,64.06999969,26.04270172,19.70981979,35.36267853
5/20/2013,21.38101196,38.70000076,63.53499985,27.44560051,19.84379768,35.70335007
5/21/2013,21.48778152,39.93000031,63.30500031,27.15652275,19.96289063,35.82846451
5/22/2013,21.19533348,39.31999969,63.05500031,27.17351532,19.35998535,35.61288452
5/23/2013,21.00965309,39.38999939,62.77999878,27.39458466,18.85383987,35.63020706
