Date,BLL,DISH,DVA,NEM,UDR,VFC
2012-01-06,17.015491485595703,27.96366310119629,38.90999984741211,50.68718719482422,17.5174503326416,25.069055557250977
2012-01-09,16.88256072998047,28.012313842773438,38.89500045776367,50.286399841308594,17.470890045166016,25.292226791381836
2012-01-10,16.89630889892578,28.09988021850586,39.310001373291016,51.24338912963867,17.621320724487305,25.12906837463379
2012-01-11,16.919227600097656,27.934473037719727,39.279998779296875,51.80775451660156,17.564008712768555,24.70334243774414
2012-01-12,17.336362838745117,27.905284881591797,39.439998626708984,52.38031005859375,17.112735748291016,24.94152069091797
2012-01-13,17.253856658935547,27.973392486572266,39.224998474121094,51.84864807128906,17.22018051147461,24.74460220336914
2012-01-17,17.024656295776367,28.313940048217773,39.3650016784668,49.844722747802734,17.621320724487305,24.88150978088379
2012-01-18,17.27677345275879,28.2750186920166,39.224998474121094,49.36214065551758,17.829050064086914,24.994037628173828
2012-01-19,17.487625122070312,29.17989730834961,39.875,48.74869155883789,17.678621292114258,24.96027183532715
2012-01-20,17.37761878967285,28.08042335510254,39.8849983215332,48.47877883911133,17.599830627441406,25.04279899597168
2012-01-23,17.322612762451172,27.85663414001465,40.220001220703125,48.47059631347656,17.592662811279297,24.8177433013916
2012-01-24,17.304275512695312,28.07069206237793,40.435001373291016,47.01467514038086,17.943660736083984,24.860877990722656
2012-01-25,17.281360626220703,27.944202423095703,40.93000030517578,49.280357360839844,18.32330894470215,25.17220115661621
2012-01-26,18.04228401184082,27.953933715820312,40.45000076293945,49.44394302368164,18.5596866607666,24.669580459594727
2012-01-27,18.07895851135254,26.89337730407715,40.57500076293945,50.31093978881836,18.63132095336914,24.53267478942871
2012-01-30,17.95978546142578,27.642578125,40.70000076293945,50.07373809814453,18.488054275512695,24.56830596923828
2012-01-31,17.996444702148438,27.165813446044922,40.904998779296875,50.286399841308594,18.63848304748535,24.660205841064453
2012-02-01,18.482345581054688,27.662036895751953,41.94499969482422,49.991943359375,18.710111618041992,24.493288040161133
2012-02-02,18.198139190673828,27.60365867614746,41.435001373291016,50.94894027709961,18.688623428344727,24.37326431274414
2012-02-03,18.24397087097168,28.129070281982422,41.959999084472656,49.901981353759766,18.953657150268555,25.016544342041016
2012-02-06,18.33565902709961,27.807985305786133,42.1150016784668,49.80381774902344,18.674301147460938,24.89838981628418
2012-02-07,18.24397087097168,27.759336471557617,41.89500045776367,49.77928924560547,18.409263610839844,25.42538833618164
2012-02-08,18.26690101623535,27.195003509521484,41.849998474121094,49.64841079711914,18.538196563720703,26.18682289123535
2012-02-09,18.354000091552734,27.846904754638672,42.005001068115234,49.59934997558594,18.452239990234375,26.69318389892578
2012-02-10,18.24856185913086,27.730146408081055,41.98500061035156,48.765052795410156,18.180042266845703,26.447509765625
2012-02-13,18.31731605529785,27.584197998046875,41.97999954223633,48.59329605102539,18.380611419677734,26.771949768066406
2012-02-14,18.276063919067383,27.593929290771484,42.375,48.06981658935547,18.2659969329834,26.93699836730957
2012-02-15,18.211894989013672,28.265289306640625,42.94499969482422,48.74869155883789,18.237342834472656,26.865726470947266
2012-02-16,18.482345581054688,28.742053985595703,42.7400016784668,49.427581787109375,18.294641494750977,27.741561889648438
2012-02-17,18.386079788208008,28.236101150512695,42.86000061035156,48.62599563598633,18.430755615234375,27.578397750854492
2012-02-21,18.44567108154297,27.983123779296875,43.0,50.33547592163086,18.00812339782715,27.16392707824707
2012-02-22,18.198139190673828,28.372318267822266,42.959999084472656,51.34971618652344,17.857698440551758,27.147048950195312
2012-02-23,18.26690101623535,28.81989288330078,42.98500061035156,52.18400955200195,18.051105499267578,26.980125427246094
2012-02-24,18.234813690185547,28.02204132080078,43.400001525878906,51.128868103027344,18.251667022705078,27.46023941040039
2012-02-27,18.289819717407227,28.401508331298828,43.10499954223633,50.31911087036133,18.2659969329834,27.773441314697266
2012-02-28,18.413896560668945,28.440427780151367,43.380001068115234,50.711727142333984,17.950815200805664,27.657167434692383
2012-02-29,18.41849136352539,28.382047653198242,43.275001525878906,48.609649658203125,17.922170639038086,27.390851974487305
2012-03-01,18.372535705566406,28.012313842773438,43.40999984741211,48.805946350097656,18.065425872802734,27.61402702331543
2012-03-02,18.294418334960938,28.479347229003906,43.3650016784668,48.225215911865234,18.079757690429688,27.61777687072754
2012-03-05,18.23926544189453,28.6058349609375,43.29999923706055,47.35820770263672,18.366281509399414,27.55965232849121
2012-03-06,18.050857543945312,28.742053985595703,42.92499923706055,46.76112365722656,18.25883674621582,27.16579818725586
